name,ticker,market,sector
Chd Chemicals Ltd,CHDCHEM,BSE,Process industries
Checkpoint Trends Limited,CHECKPOINT,BSE,Distribution services
Chembond Material Technologies Limited,CHEMBOND,NSE,Process industries
Chembond Chemicals Limited,CHEMBONDCH,NSE,Process industries
Chemcon Speciality Chemicals Ltd,CHEMCON,NSE,Process industries
Chemcrux Enterprises Ltd.,CHEMCRUX,BSE,Process industries
Chemfab Alkalis Ltd.,CHEMFAB,NSE,Process industries
Chemkart India Ltd.,CHEMKART,BSE,Health technology
Chemo Pharma Laboratories Ltd. (India),CHEMOPH,BSE,Health technology
Chemplast Sanmar Limited,CHEMPLASTS,NSE,Process industries
Chemtech Industrial Valves Ltd.,CHEMTECH,BSE,Producer manufacturing
Chennai Ferrous Industries Ltd,CHENFERRO,BSE,Non-energy minerals
Chennai Petroleum Corporation Limited,CHENNPETRO,NSE,Energy minerals
Chetana Education Limited,CHETANA,NSE,Consumer services
Cheviot Co. Ltd.,CHEVIOT,NSE,Process industries
CHL Limited,CHLLTD,BSE,Consumer services
Chartered Logistics Limited,CHLOGIST,BSE,Transportation
Chambal Breweries & Distilleries Ltd.,CHMBBRW,BSE,Consumer non-durables
Choice International Limited,CHOICEIN,NSE,Commercial services
Choksi Asia Ltd,CHOKSI,BSE,Health technology
Choksi Laboratories Limited,CHOKSILA,BSE,Commercial services
Cholamandalam Investment and Finance Co. Ltd.,CHOLAFIN,NSE,Finance
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,NSE,Finance
Chordia Food Products Limited,CHORDIA,BSE,Consumer non-durables
Chowgule Steamships Limited,CHOWGULSTM,BSE,Transportation
CHPL Industries Ltd.,CHPLIND,BSE,Consumer durables
Chrome Silicon Ltd,CHROME,BSE,Non-energy minerals
Chartered Capital & Investment Ltd.,CHRTEDCA,BSE,Finance
CIAN Agro Industries & Infrastructure Limited,CIANAGRO,BSE,Process industries
CIE Automotive India Ltd,CIEINDIA,NSE,Producer manufacturing
Capital India Finance Ltd,CIFL,NSE,Finance
Cigniti Technologies Limited,CIGNITITEC,NSE,Technology services
Citizen Infoline Ltd,CIL,BSE,Commercial services
CIL Securities Limited,CILSEC,BSE,Finance
Cindrella Hotels Ltd,CINDHO,BSE,Consumer services
Cindrella Financial Services Ltd.,CINDRELL,BSE,Finance
Cineline India Limited,CINELINE,NSE,Consumer services
Cinevista Ltd.,CINEVISTA,NSE,Consumer services
Cipla Ltd,CIPLA,NSE,Health technology
Citadel Realty & Developers Ltd.,CITADEL,BSE,Finance
Citichem India Limited,CITICHEM,BSE,Distribution services
Citiport Financial Services Ltd.,CITIPOR,BSE,Finance
Consecutive Investment & Trading Company Ltd,CITL,BSE,Finance
Cityman Limited,CITYMAN,BSE,Consumer non-durables
City Online Services Ltd,CITYONLINE,BSE,Communications
Jay Ambe Supermarkets Limited,CITYSQUARE,BSE,Retail trade
C.J. Gelatine Products Ltd.,CJGEL,BSE,Consumer non-durables
Clara Industries Ltd.,CLARA,BSE,Process industries
Classic Electrodes India Limited,CLASSICEIL,NSE,Producer manufacturing
Clean Science & Technology Ltd.,CLEAN,NSE,Process industries
CL Educate Ltd.,CLEDUCATE,NSE,Commercial services
Clenon Enterprises Ltd,CLENON,BSE,Producer manufacturing
Classic Leasing & Finance Ltd.,CLFL,BSE,Finance
Clio Infotech Limited,CLIOINFO,BSE,Technology services
CLN Energy Limited,CLN,BSE,Producer manufacturing
Chaman Lal Setia Exports Limited,CLSEL,NSE,Process industries
Crop Life Science Ltd.,CLSL,NSE,Process industries
Corporate Merchant Bankers Ltd.,CMBL,BSE,Finance
CMI Limited,CMICABLES,NSE,Producer manufacturing
Chennai Meenakshi Multispeciality Hospital Limited,CMMHOSP,BSE,Health services
Chaman Metallics Ltd.,CMNL,NSE,Non-energy minerals
Cyber Media Research & Services Ltd.,CMRSL,NSE,Technology services
CMS Info Systems Ltd.,CMSINFO,NSE,Finance
CMX Holdings Limited,CMXLTD,BSE,Finance
Concord Control Systems Limited,CNCRD,BSE,Electronic technology
CapitalNumbers Infotech Limited,CNINFOTECH,BSE,Technology services
Coal India Ltd.,COALINDIA,NSE,Energy minerals
Coastal Roadways Ltd,COARO,BSE,Transportation
Coastal Corporation Limited,COASTCORP,NSE,Transportation
Cochin Minerals & Rutile Ltd.,COCHINM,BSE,Non-energy minerals
Cochin Shipyard Limited,COCHINSHIP,NSE,Producer manufacturing
Cochin Malabar Estates & Industries Ltd.,COCHMAL,BSE,Industrial services
John Cockerill India Limited,COCKERILL,BSE,Non-energy minerals
Coffee Day Enterprises Ltd,COFFEEDAY,NSE,Consumer services
Coforge Limited,COFORGE,NSE,Technology services
Cohance Lifesciences Ltd,COHANCE,NSE,Health technology
Colab Platforms Limited,COLAB,BSE,Distribution services
Colinz Laboratories Ltd,COLINZ,BSE,Health technology
Colorchips New Media Ltd.,COLORCHIPS,BSE,Consumer services
Colgate-Palmolive (India) Limited,COLPAL,NSE,Consumer non-durables
Comfort Commotrade Ltd.,COMCL,BSE,Finance
Comfort Fincap Ltd.,COMFINCAP,BSE,Finance
Comfort Intech Limited,COMFINTE,BSE,Commercial services
Committed Cargo Care Limited,COMMITTED,NSE,Transportation
Competent Automobiles Co. Ltd.,COMPEAU,BSE,Retail trade
Compuage Infocom Ltd,COMPINFO,NSE,Technology services
Computer Point Ltd.,COMPUPN,BSE,Distribution services
Compucom Software Limited,COMPUSOFT,NSE,Technology services
Comrade Appliances Limited,COMRADE,BSE,Producer manufacturing
Commercial Syn Bags Limited,COMSYN,NSE,Process industries
Conart Engineers Limited,CONART,BSE,Industrial services
Container Corporation of India Limited,CONCOR,NSE,Transportation
Concord Drugs Ltd,CONCORD,BSE,Health technology
Concord Biotech Ltd.,CONCORDBIO,NSE,Commercial services
Confidence Petroleum India Limited,CONFIPET,NSE,Retail trade
Connplex Cinemas Limited,CONNPLEX,NSE,Consumer services
Consolidated Finvest & Holdings LTd,CONSOFINVT,NSE,Finance
Constronics Infra Limited,CONSTRONIC,BSE,Distribution services
Containe Technologies Ltd.,CONTAINE,BSE,Electronic technology
Containerway International Ltd.,CONTAINER,BSE,Transportation
Continental Chemicals Limited,CONTCHM,BSE,Technology services
Continental Seeds & Chemicals Ltd.,CONTI,NSE,Non-energy minerals
Continental Controls Limited,CONTICON,BSE,Producer manufacturing
Contil India Limited,CONTILI,BSE,Distribution services
Continental Petroleums Limited,CONTPTR,BSE,Energy minerals
Control Print Limited,CONTROLPR,NSE,Electronic technology
Cool Caps Industries Limited,COOLCAPS,NSE,Producer manufacturing
Coral Laboratories Limited,CORALAB,BSE,Health technology
Coral India Finance & Housing Ltd.,CORALFINAC,NSE,Finance
Cords Cable Industries Limited,CORDSCABLE,NSE,Producer manufacturing
Coral Newsprints Limited,CORNE,BSE,Consumer non-durables
Coromandel Engineering Co. Ltd.,COROENGG,BSE,Consumer durables
Coromandel International Limited,COROMANDEL,NSE,Process industries
Cosco (India) Limited,COSCO,BSE,Consumer durables
Cosmic CRF Ltd.,COSMICCRF,BSE,Non-energy minerals
Cosmo Ferrites Limited,COSMOFE,BSE,Producer manufacturing
Cosmo First Limited,COSMOFIRST,NSE,Process industries
Cospower Engineering Ltd.,COSPOWER,BSE,Producer manufacturing
COSYN Limited,COSYN,BSE,Technology services
United Cotfab Limited,COTFAB,BSE,Process industries
Country Condo's Limited,COUNCODOS,NSE,Finance
Covance Softsol Limited,COVANCE,BSE,Technology services
Covidh Technologies Ltd.,COVIDH,BSE,Technology services
CP Capital Ltd,CPCAP,NSE,Consumer services
Career Point Edutech Limited,CPEDU,NSE,Technology services
Captain Polyplast Ltd.,CPL,BSE,Producer manufacturing
City Pulse Multiventures Ltd,CPML,BSE,Consumer services
Aditya Infotech Limited,CPPLUS,NSE,Consumer durables
C P S Shapers Ltd.,CPS,NSE,Consumer non-durables
Craftsman Automation Ltd.,CRAFTSMAN,NSE,Producer manufacturing
Crane Infrastructure Ltd,CRANEINFRA,BSE,Consumer durables
Cranes Software International Limited,CRANESSOFT,BSE,Technology services
Cranex Limited,CRANEX,BSE,Producer manufacturing
Cravatex Limited,CRAVATEX,BSE,Retail trade
Crayons Advertising Ltd.,CRAYONS,NSE,Commercial services
Creative Castings Ltd.,CREATIVE,BSE,Non-energy minerals
Creative Newtech Limited,CREATIVE,NSE,Distribution services
Creative Eye Limited,CREATIVEYE,NSE,Consumer services
CreditAccess Grameen Ltd.,CREDITACC,NSE,Finance
Crest Ventures Limited,CREST,NSE,Finance
"Crimson Metal Engineering Co., Ltd.",CRIMSON,BSE,Non-energy minerals
CRISIL Limited,CRISIL,NSE,Technology services
Crizac Limited,CRIZAC,NSE,Technology services
Croissance Limited,CROISSANCE,BSE,Industrial services
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,NSE,Producer manufacturing
Cropster Agro Ltd,CROPSTER,BSE,Distribution services
Crown Lifters Ltd.,CROWN,NSE,Finance
Cressanda Railway Solutions Ltd,CRSL,BSE,Technology services
Crestchem Ltd,CRSTCHM,BSE,Health technology
Cryogenic Ogs Limited,CRYOGENIC,BSE,Industrial services
Crystal Business System Ltd,CRYSTAL,BSE,Consumer services
CSB Bank Ltd.,CSBBANK,NSE,Finance
Continental Securities Ltd,CSL,BSE,Finance
CSL Finance Limited,CSLFINANCE,NSE,Finance
Centenial Surgical Suture Ltd.,CSURGSU,BSE,Health technology
Captain Technocast Ltd.,CTCL,BSE,Producer manufacturing
Cambridge Technology Enterprises Limited,CTE,NSE,Technology services
Capital Trade Links Ltd,CTL,BSE,Finance
Clinitech Laboratory Limited,CTLLAB,BSE,Health services
City Union Bank Limited,CUB,NSE,Finance
Cubex Tubings Ltd,CUBEXTUB,NSE,Non-energy minerals
Cubical Financial Services Limited,CUBIFIN,BSE,Finance
Cash Ur Drive Marketing Limited,CUDML,NSE,Commercial services
Cummins India Limited,CUMMINSIND,NSE,Producer manufacturing
Cupid Limited,CUPID,NSE,Consumer non-durables
Cupid Breweries and Distilleries Ltd,CUPIDALBV,BSE,Finance
Cura Technologies Limited,CURAA,NSE,Technology services
Current Infraprojects Limited,CURRENT,NSE,Industrial services
CWD Limited,CWD,BSE,Technology services
Cybele Industries Limited,CYBELEIND,BSE,Producer manufacturing
Cyber Media (India) Limited,CYBERMEDIA,NSE,Consumer services
CyberTech Systems & Software Ltd.,CYBERTECH,NSE,Technology services
Cyient Limited,CYIENT,NSE,Commercial services
Cyient DLM Limited,CYIENTDLM,NSE,Electronic technology
Dabur India Limited,DABUR,NSE,Consumer non-durables
Dai-Ichi Karkaria Limited,DAICHI,BSE,Process industries
Daikaffil Chemicals India Limited,DAIKAFFI,BSE,Process industries
Dalmia Bharat Ltd.,DALBHARAT,NSE,Producer manufacturing
Dalmia Bharat Sugar & Industries Ltd.,DALMIASUG,NSE,Process industries
DAM Capital Advisors Ltd.,DAMCAPITAL,NSE,Finance
Damodar Industries Limited,DAMODARIND,NSE,Process industries
Dangee Dums Ltd.,DANGEE,NSE,Consumer non-durables
Danish Power Ltd.,DANISH,NSE,Producer manufacturing
Danlaw Technologies India Limited,DANLAW,BSE,Technology services
Danube Industries Ltd,DANUBE,BSE,Process industries
DAPS Advertising Limited,DAPS,BSE,Commercial services
Darjeeling Ropeway Co. Ltd.,DARJEELING,BSE,Industrial services
Darshan Orna Limited,DARSHANORNA,BSE,Retail trade
Datamatics Global Services Limited,DATAMATICS,NSE,Technology services
Data Patterns (India) Limited,DATAPATTNS,NSE,Electronic technology
Datiware Maritime Infra Ltd.,DATIWARE,BSE,Process industries
Daulat Securities Ltd.,DAULAT,BSE,Finance
Davangere Sugar Company Limited,DAVANGERE,NSE,Process industries
Davin Sons Retail Limited,DAVIN,BSE,Consumer non-durables
DB Corp. Ltd.,DBCORP,NSE,Consumer services
Deepak Builders & Engineers India Limited,DBEIL,NSE,Industrial services
Dilip Buildcon Ltd.,DBL,NSE,Industrial services
Dhampur Bio Organics Ltd,DBOL,NSE,Process industries
Valor Estate Ltd,DBREALTY,NSE,Finance
DB (International) Stock Brokers Limited,DBSTOCKBRO,NSE,Finance
Dishman Carbogen Amcis Ltd.,DCAL,NSE,Health technology
DCB Bank Limited,DCBBANK,NSE,Finance
Dar Credit & Capital Limited,DCCL,NSE,Finance
DCG Cables & Wires Ltd,DCG,NSE,Non-energy minerals
Dc Infotech And Communication Ltd,DCI,NSE,Electronic technology
DCM Ltd.,DCM,NSE,Technology services
DCM Financial Services Limited,DCMFINSERV,NSE,Finance
DCM Nouvelle Ltd.,DCMNVL,NSE,Process industries
DCM Shriram Limited,DCMSHRIRAM,NSE,Producer manufacturing
DCM Shriram Industries Limited,DCMSRIND,NSE,Process industries
DCW Ltd.,DCW,NSE,Process industries
DCX Systems Limited,DCXINDIA,NSE,Producer manufacturing
Ddev Plastiks Industries Limited,DDEVPLSTIK,NSE,Process industries
Deep Diamond India Ltd.,DDIL,BSE,Retail trade
Deccan Bearings Ltd.,DECANBRG,BSE,Producer manufacturing
Deccan Health Care Ltd.,DECCAN,BSE,Health technology
Deccan Cements Ltd,DECCANCE,NSE,Non-energy minerals
Deccan Transcon Leasing Limited,DECCANTRAN,NSE,Transportation
Decipher Labs Ltd.,DECIPHER,BSE,Health technology
Deccan Gold Mines Limited,DECNGOLD,BSE,Non-energy minerals
Deco-Mica Ltd,DECOMIC,BSE,Commercial services
Deccan Polypacks Limited,DECPO,BSE,Process industries
DEE Development Engineers Limited,DEEDEV,NSE,Producer manufacturing
Deem Roll-Tech Ltd.,DEEM,NSE,Non-energy minerals
Deep Polymers Ltd.,DEEP,BSE,Process industries
Deepak Chemtex Limited,DEEPAKCHEM,BSE,Process industries
Deepak Fertilisers and Petrochemicals Corporation Ltd.,DEEPAKFERT,NSE,Process industries
Deepak Nitrite Limited,DEEPAKNTR,NSE,Process industries
Deepak Spinners Ltd,DEEPAKSP,BSE,Process industries
Deep Industries Limited,DEEPINDS,NSE,Industrial services
Dhanashree Electronics Ltd.,DEL,BSE,Producer manufacturing
DelaPlex Limited,DELAPLEX,NSE,Technology services
Delhivery Limited,DELHIVERY,NSE,Transportation
Delphi World Money Limited,DELPHIFX,NSE,Commercial services
Delta Industrial Resources Ltd,DELTA,BSE,Process industries
Delta Corp. Ltd. (India),DELTACORP,NSE,Consumer services
Delta Manufacturing Limited,DELTAMAGNT,NSE,Producer manufacturing
Delta Autocorp Limited,DELTIC,NSE,Consumer durables
DEN Networks Limited,DEN,NSE,Consumer services
De Neers Tools Ltd.,DENEERS,NSE,Distribution services
Denis Chem Lab Ltd.,DENISCHEM,BSE,Health technology
De Nora India Limited,DENORA,NSE,Electronic technology
Denta Water and Infra Solutions Limited,DENTA,NSE,Industrial services
Vasa Denticity Limited,DENTALKART,NSE,Retail trade
Desco Infratech Ltd.,DESCO,BSE,Industrial services
Desh Rakshak Aushdhalaya Ltd.,DESHRAK,BSE,Health technology
Destiny Logistics & Infra Limited,DESTINY,NSE,Transportation
Devine Impex Limited,DEVINE,BSE,Distribution services
Dev Information Technology Ltd,DEVIT,NSE,Technology services
Dev Labtech Venture Ltd.,DEVLAB,BSE,Consumer durables
Dev Accelerator Limited,DEVX,NSE,Finance
Devyani International Ltd.,DEVYANI,NSE,Consumer services
Decillion Finance Ltd,DFL,BSE,Finance
Dindigul Farm Product Limited,DFPL,BSE,Consumer non-durables
Digicontent Ltd.,DGCONTENT,NSE,Commercial services
Diksha Greens Ltd.,DGL,BSE,Non-energy minerals
Dhabriya Polywood Ltd,DHABRIYA,BSE,Producer manufacturing
Dhampure Specialty Sugars Ltd.,DHAMPURE,BSE,Process industries
Dhampur Sugar Mills Limited,DHAMPURSUG,NSE,Process industries
Dhanlaxmi Bank Ltd,DHANBANK,NSE,Finance
Dhanlaxmi Cotex Ltd.,DHANCOT,BSE,Finance
Dhanlaxmi Fabrics Limited,DHANFAB,BSE,Process industries
Dhani Services Limited,DHANI,NSE,Finance
Dhanlaxmi Crop Science Ltd.,DHANLAXMI,NSE,Process industries
Dhanalaxmi Roto Spinners Limited,DHANROTO,BSE,Process industries
Dhansafal Finserve Ltd,DHANSAFAL,BSE,Commercial services
Dhanuka Agritech Limited,DHANUKA,NSE,Process industries
Dharan Infra-EPC Ltd,DHARAN,NSE,Finance
Dharani Finance Limited,DHARFIN,BSE,Finance
Dhariwalcorp Limited,DHARIWAL,NSE,Consumer non-durables
Dharmaj Crop Guard Ltd.,DHARMAJ,NSE,Process industries
Dharni Capital Services Ltd.,DHARNI,BSE,Finance
Dhatre Udyog Ltd,DHATRE,BSE,Non-energy minerals
Dhenu Buildcon Infra Limited,DHENUBUILD,BSE,Finance
D & H India Ltd,DHINDIA,BSE,Process industries
Dhoot Industrial Finance Limited,DHOOTIN,BSE,Distribution services
DHP India Limited,DHPIND,BSE,Producer manufacturing
Dhruv Consultancy Services Ltd.,DHRUV,NSE,Industrial services
Dhruva Capital Services Limited,DHRUVCA,BSE,Finance
Docmode Health Technologies Limited,DHTL,NSE,Technology services
Dhunseri Investments Limited,DHUNINV,NSE,Process industries
Dhyaani Tradeventtures Ltd,DHYAANITR,BSE,Distribution services
Diamond Power Infrastructure Limited,DIACABS,NSE,Producer manufacturing
Diamant Infrastructure Limited,DIAMANT,BSE,Industrial services
Diamines & Chemicals Ltd.,DIAMINESQ,NSE,Process industries
Prataap Snacks Ltd.,DIAMONDYD,NSE,Consumer non-durables
Diana Tea Co. Ltd.,DIANATEA,BSE,Process industries
DIC India Limited,DICIND,NSE,Process industries
Dalmia Industrial Development Ltd.,DIDL,BSE,Distribution services
Diffusion Engineers Limited,DIFFNKG,NSE,Producer manufacturing
Digidrive Distributors Limited,DIGIDRIVE,NSE,Retail trade
Digikore Studios Limited,DIGIKORE,NSE,Consumer services
DiGiSPICE Technologies Ltd.,DIGISPICE,NSE,Technology services
Digitide Solutions Ltd,DIGITIDE,NSE,Commercial services
Digjam Ltd.,DIGJAMLMTD,NSE,Process industries
Diksat Transworld Ltd.,DIKSAT,BSE,Consumer services
Debock Industries Limited,DIL,NSE,Producer manufacturing
Diligent Industries Limited,DILIGENT,BSE,Consumer non-durables
DISA India Limited,DISAQ,BSE,Producer manufacturing
Dish TV India Limited,DISHTV,NSE,Communications
Decorous Investment & Trading Co. Ltd.,DITCO,BSE,Distribution services
Divgi TorqTransfer Systems Ltd.,DIVGIITTS,NSE,Producer manufacturing
Divine Hira Jewellers Limited,DIVINEHIRA,NSE,Consumer durables
Divi's Laboratories Limited,DIVISLAB,NSE,Health technology
Divyashakti Limited,DIVSHKT,BSE,Non-energy minerals
Divyadhan Recycling Industries Ltd.,DIVYADHAN,NSE,Process industries
Dixon Technologies (India) Ltd.,DIXON,NSE,Electronic technology
DJ Mediaprint & Logistics Ltd,DJML,NSE,Commercial services
DJS Stock & Shares Ltd.,DJSSS,BSE,Finance
D.K. Enterprises Global Limited,DKEGL,NSE,Process industries
Dr. Lalchandani Labs Ltd.,DLCL,BSE,Health services
DLF Limited,DLF,NSE,Finance
D-Link (India) Ltd.,DLINKINDIA,NSE,Electronic technology
Delton Cables Limited,DLTNCBL,BSE,Producer manufacturing
Avenue Supermarts Ltd.,DMART,NSE,Retail trade
DMCC Speciality Chemicals Limited,DMCC,NSE,Process industries
DMR Hydroengineering & Infrastructures Ltd.,DMR,BSE,Industrial services
Diligent Media Corp. Ltd.,DNAMEDIA,NSE,Consumer services
Dodla Dairy Ltd.,DODLA,NSE,Consumer non-durables
Dolat Algotech Limited,DOLATALGO,NSE,Finance
Dolfin Rubbers Ltd.,DOLFIN,BSE,Consumer durables
Dollar Industries Ltd.,DOLLAR,NSE,Consumer non-durables
Dollex Agrotech Limited,DOLLEX,NSE,Process industries
Dolphin Offshore Enterprises India Ltd.,DOLPHIN,NSE,Industrial services
Dolphin Medical Services Ltd,DOLPHMED,BSE,Health services
DOMS Industries Limited,DOMS,NSE,Producer manufacturing
Donear Industries Limited,DONEAR,NSE,Process industries
D. P. Abhushan Ltd.,DPABHUSHAN,NSE,Retail trade
Divine Power Energy Ltd.,DPEL,NSE,Producer manufacturing
Dipna Pharmachem Limited,DPL,BSE,Process industries
India Power Corp. Ltd.,DPSCLTD,NSE,Utilities
DP Wires Ltd.,DPWIRES,NSE,Producer manufacturing
DRA Consultants Ltd.,DRA,BSE,Industrial services
Dr. Agarwal'S Eye Hospital Limited,DRAGARWQ,BSE,Health services
DRC Systems India Limited,DRCSYSTEMS,NSE,Technology services
Dreamfolks Services Limited,DREAMFOLKS,NSE,Transportation
Dredging Corporation of India Limited,DREDGECORP,NSE,Transportation
Dhanuka Realty Ltd.,DRL,NSE,Finance
Disha Resources Ltd,DRL,BSE,Distribution services
Droneacharya Aerial Innovations Limited,DRONACHRYA,BSE,Electronic technology
Drone Destination Ltd.,DRONE,NSE,Electronic technology
Dr. Reddy's Laboratories Ltd.,DRREDDY,NSE,Health technology
DRS Dilip Roadlines Ltd.,DRSDILIP,NSE,Transportation
Dalal Street Investments Ltd.,DSINVEST,BSE,Finance
Dynacons Systems & Solutions Ltd.,DSSL,NSE,Technology services
Dhunseri Tea & Industries Ltd,DTIL,NSE,Process industries
Diensten Tech Limited,DTL,NSE,Technology services
Ducol Organics & Colours Ltd.,DUCOL,NSE,Process industries
Ducon Infratechnologies Ltd.,DUCON,NSE,Distribution services
Dugar Housing Developments Ltd,DUGARHOU,BSE,Finance
Dudigital Global Limited.,DUGLOBAL,NSE,Commercial services
Duke Offshore Ltd,DUKEOFS,BSE,Retail trade
Duncan Engineering Limited,DUNCANENG,BSE,Producer manufacturing
Durlax Top Surface Limited,DURLAX,NSE,Producer manufacturing
Duropack Limited,DUROPACK,BSE,Process industries
Duroply Industries Limited,DUROPLY,BSE,Non-energy minerals
Dutron Polymers Limited,DUTRON,BSE,Producer manufacturing
Dhunseri Ventures Limited,DVL,NSE,Consumer non-durables
Dwarikesh Sugar Industries Ltd.,DWARKESH,NSE,Process industries
Dynamic Cables Ltd.,DYCL,NSE,Producer manufacturing
Dynamatic Technologies Limited,DYNAMATECH,NSE,Producer manufacturing
Dynamic Services & Security Limited,DYNAMIC,NSE,Commercial services
Dynamic Portfolio Management & Services Ltd,DYNAMICP,BSE,Finance
Dynamic Industries Ltd,DYNAMIND,BSE,Process industries
Dynavision Ltd.,DYNAVSN,BSE,Finance
Dynemic Products Limited,DYNPRO,NSE,Consumer non-durables
E2E Networks Ltd.,E2E,NSE,Technology services
Earthstahl & Alloys Limited,EARTH,BSE,Non-energy minerals
Easy Trip Planners Ltd.,EASEMYTRIP,NSE,Consumer services
East Buildtech Ltd.,EASTBUILD,BSE,Consumer durables
East India Drums and Barrels Manufacturing Limited,EASTINDIA,BSE,Process industries
Eastern Treads Limited,EASTRED,BSE,Consumer services
Eastern Silk Industries Limited,EASTSILK,NSE,Process industries
East West Freight Carriers Ltd,EASTWEST,BSE,Transportation
Easun Capital Markets Ltd.,EASUN,BSE,Finance
Gng Electronics Limited,EBGNG,NSE,Technology services
Eraaya Lifespaces Ltd,EBIX,BSE,Distribution services
eClerx Services Limited,ECLERX,NSE,Commercial services
Ecoboard Industries Limited,ECOBOAR,BSE,Non-energy minerals
Eco Hotels and Resorts Ltd,ECOHOTELS,BSE,Process industries
Ecoplast Limited,ECOPLAST,BSE,Process industries
Eco Recycling Limited,ECORECO,BSE,Industrial services
ECOS (India) Mobility & Hospitality Limited,ECOSMOBLTY,NSE,Finance
ECS Biztech Ltd.,ECS,BSE,Technology services
East Coast Steel Ltd,ECSTSTL,BSE,Finance
Edelweiss Financial Services Limited,EDELWEISS,NSE,Finance
Educomp Solutions Limited,EDUCOMP,NSE,Commercial services
Edvenswa Enterprises Limited,EDVENSWA,BSE,Technology services
Eppeltone Engineers Limited,EEPL,NSE,Producer manufacturing
E Factor Experiences Ltd.,EFACTOR,NSE,Commercial services
EFC (I) Ltd.,EFCIL,NSE,Distribution services
Effwa Infra & Research Ltd.,EFFWA,NSE,Industrial services
Electro Force (India) Limited,EFORCE,NSE,Producer manufacturing
Eicher Motors Limited,EICHERMOT,NSE,Consumer durables
E.I.D.-Parry (India) Limited,EIDPARRY,NSE,Process industries
Enviro Infra Engineers Limited,EIEL,NSE,Industrial services
Euro India Fresh Foods Ltd.,EIFFL,NSE,Consumer non-durables
Eighty Jewellers Ltd.,EIGHTY,BSE,Consumer durables
EIH Associated Hotels Limited,EIHAHOTELS,NSE,Consumer services
EIH Limited,EIHOTEL,NSE,Consumer services
Eiko Lifesciences Limited,EIKO,BSE,Process industries
Eimco Elecon (India) Ltd.,EIMCOELECO,NSE,Producer manufacturing
Ekam Leasing & Finance Co. Ltd.,EKAMLEA,BSE,Finance
Ekansh Concepts Limited,EKANSH,BSE,Industrial services
Everest Kanto Cylinder Limited,EKC,NSE,Producer manufacturing
Ekennis Software Service Limited,EKENNIS,BSE,Technology services
EKI Energy Services Ltd.,EKI,BSE,Utilities
E-Land Apparel Limited,ELAND,BSE,Consumer non-durables
Elango Industries Limited,ELANGO,BSE,Non-energy minerals
ELANTAS Beck India Limited,ELANTAS,BSE,Process industries
Elcid Investments Ltd.,ELCIDIN,BSE,Finance
Eldeco Housing & Industries Ltd.,ELDEHSG,NSE,Finance
Elecon Engineering Co. Ltd.,ELECON,NSE,Producer manufacturing
Electrosteel Castings Ltd.,ELECTCAST,NSE,Non-energy minerals
Electrotherm (India) Limited,ELECTHERM,NSE,Non-energy minerals
Elegant Floriculture & Agrotech (India) Limited,ELEFLOR,BSE,Distribution services
Elegant Marbles & Grani Industries Ltd.,ELEMARB,BSE,Producer manufacturing
EL Forge Ltd.,ELFORGE,BSE,Producer manufacturing
ELGI Equipments Limited,ELGIEQUIP,NSE,Producer manufacturing
Elgi Rubber Company Limited,ELGIRUBCO,NSE,Producer manufacturing
Eleganz Interiors Ltd.,ELGNZ,NSE,Industrial services
Elin Electronics Limited,ELIN,NSE,Electronic technology
Elitecon International Ltd.,ELITECON,BSE,Process industries
Elixir Capital Ltd,ELIXIR,BSE,Finance
Ellenbarrie Industrial Gases Limited,ELLEN,NSE,Process industries
Elnet Technologies Limited,ELNET,BSE,Finance
Elpro International Ltd,ELPROINTL,BSE,Electronic technology
EMA India Limited,EMAINDIA,BSE,Producer manufacturing
Emami Limited,EMAMILTD,NSE,Consumer non-durables
Emami Paper Mills Limited,EMAMIPAP,NSE,Process industries
Emami Realty Limited,EMAMIREAL,NSE,Finance
Ema Partners India Limited,EMAPARTNER,NSE,Commercial services
Embassy Developments Limited,EMBDL,NSE,Finance
Emcure Pharmaceuticals Limited,EMCURE,NSE,Health technology
Emerald Finance Limited,EMERALD,BSE,Finance
Emerald Leisures Ltd,EMERALL,BSE,Consumer services
Emergent Industrial Solutions Ltd,EMERGENT,BSE,Commercial services
Electronics Mart India Limited,EMIL,NSE,Retail trade
Emkay Global Financial Services Limited,EMKAY,NSE,Finance
Emkay Taps & Cutting Tools Ltd.,EMKAYTOOLS,NSE,Producer manufacturing
Emmbi Industries Limited,EMMBI,NSE,Process industries
Emmessar Biotech & Nutrition Ltd.,EMMESSA,BSE,Health technology
Emmforce Autotech Limited,EMMFORCE,BSE,Producer manufacturing
Energy-Mission Machineries (India) Limited,EMMIL,NSE,Producer manufacturing
Empire Industries Ltd. (India),EMPIND,BSE,Distribution services
Empower India Limited,EMPOWER,BSE,Distribution services
EMS Ltd.,EMSLIMITED,NSE,Industrial services
eMudhra Limited,EMUDHRA,NSE,Technology services
Enbee Trade & Finance Ltd.,ENBETRD,BSE,Finance
Encode Packaging India Limited,ENCODE,BSE,Commercial services
Endurance Technologies Ltd.,ENDURANCE,NSE,Producer manufacturing
Energy Development Co. Ltd.,ENERGYDEV,NSE,Utilities
Energy Infrastructure Trust,ENERGYINF,BSE,Miscellaneous
Enfuse Solutions Ltd.,ENFUSE,NSE,Technology services
