name,ticker,market,sector
Engineers India Limited,ENGINERSIN,NSE,Industrial services
Entertainment Network (India) Limited,ENIL,NSE,Consumer services
Enkei Wheels (India) Limited,ENKEIWHEL,BSE,Producer manufacturing
Siemens Energy India Limited,ENRIN,NSE,Utilities
Enser Communications Limited,ENSER,NSE,Commercial services
Entero Healthcare Solutions Limited,ENTERO,NSE,Distribution services
Enterprise International Ltd.,ENTRINT,BSE,Distribution services
Envair Electrodyne Limited,ENVAIREL,BSE,Producer manufacturing
Envirotech Systems Limited,ENVIRO,NSE,Producer manufacturing
Epack Durable Limited,EPACK,NSE,Producer manufacturing
Ep Biocomposites Limited,EPBIO,BSE,Producer manufacturing
Epic Energy Limited,EPIC,BSE,Producer manufacturing
Epigral Ltd,EPIGRAL,NSE,Process industries
EPL Limited,EPL,NSE,Process industries
Epsom Properties Limited,EPSOMPRO,BSE,Finance
EPUJA SPIRITECH LIMITED,EPUJA,BSE,Consumer services
Equilateral Enterprises Ltd,EQUILATERA,BSE,Distribution services
Equippp Social Impact Technologies Limited,EQUIPPP,NSE,Technology services
Equitas Small Finance Bank Ltd.,EQUITASBNK,NSE,Finance
Eris Lifesciences Ltd,ERIS,NSE,Health technology
ERP Soft Systems Ltd,ERPSOFT,BSE,Technology services
Esab India Limited,ESABINDIA,NSE,Producer manufacturing
ESAF Small Finance Bank Limited,ESAFSFB,NSE,Finance
Esaar (India) Ltd.,ESARIND,BSE,Finance
Esconet Technologies Limited,ESCONET,NSE,Technology services
Escorp Asset Management Ltd.,ESCORP,BSE,Finance
Escorts Kubota Limited,ESCORTS,NSE,Producer manufacturing
Essen Speciality Films Limited,ESFL,NSE,Producer manufacturing
Esha Media Research Ltd.,ESHAMEDIA,BSE,Commercial services
Espire Hospitality Limited,ESPIRE,BSE,Consumer services
Esprit Stones Ltd.,ESPRIT,NSE,Non-energy minerals
Essar Shipping Limited.,ESSARSHPNG,NSE,Transportation
Integra Essentia Limited,ESSENTIA,NSE,Consumer non-durables
Essex Marine Ltd.,ESSEX,BSE,Consumer non-durables
Ester Industries Limited,ESTER,NSE,Process industries
Eternal Limited,ETERNAL,NSE,Transportation
Ethos Ltd.,ETHOSLTD,NSE,Retail trade
Econo Trade (India) Ltd,ETIL,BSE,Finance
Emkay Tools Limited,ETL,NSE,
Emerald Tyre Manufacturers Ltd.,ETML,NSE,Consumer durables
Euphoria Infotech (India) Ltd.,EUPHORIAIT,BSE,Technology services
Eureka Forbes Limited,EUREKAFORB,NSE,Consumer durables
Eureka Industries Ltd.,EUREKAI,BSE,Process industries
Euro Panel Products Limited,EUROBOND,NSE,Non-energy minerals
Euro Leder Fashion Ltd.,EUROLED,BSE,Consumer non-durables
Eurotex Industries & Exports Ltd.,EUROTEXIND,NSE,Process industries
Evans Electric Limited,EVANS,BSE,Consumer services
Eveready Industries India Ltd,EVEREADY,NSE,Producer manufacturing
Everest Industries Limited,EVERESTIND,NSE,Distribution services
Everest Organics Ltd.,EVERESTO,BSE,Distribution services
Everlon Financials Limited,EVERFIN,BSE,Process industries
Evexia Lifecare Limited,EVEXIA,BSE,Energy minerals
Evoq Remedies Ltd.,EVOQ,BSE,Health technology
Excel Realty N Infra Ltd,EXCEL,NSE,Commercial services
Excel Industries Limited,EXCELINDUS,NSE,Process industries
Excellent Wires & Packaging Limited,EXCELLENT,NSE,Producer manufacturing
Exhicon Events Media Solutions Limited,EXHICON,BSE,Commercial services
Exicom Tele-Systems Ltd.,EXICOM,NSE,Producer manufacturing
Exide Industries Limited,EXIDEIND,NSE,Producer manufacturing
Expleo Solutions Limited,EXPLEOSOL,NSE,Technology services
Explicit Finance Limited,EXPLICITFIN,BSE,Finance
Expo Engineering And Projects Ltd,EXPOEAPL,BSE,Producer manufacturing
Exxaro Tiles Ltd.,EXXARO,NSE,Producer manufacturing
Eyantra Ventures Limited,EY,BSE,Consumer durables
Faalcon Concepts Ltd.,FAALCON,BSE,Industrial services
Fabtech Technologies Cleanrooms Limited,FABCLEAN,BSE,Producer manufacturing
Fabino Enterprises Limited,FABINO,BSE,Health technology
Facor Alloys Limited,FACORALL,BSE,Non-energy minerals
Fertilizers & Chemicals Travancore Ltd.,FACT,NSE,Process industries
Fairchem Organics Ltd,FAIRCHEMOR,NSE,Process industries
Falcon Technoprojects India Ltd.,FALCONTECH,NSE,Industrial services
Family Care Hospitals Ltd.,FAMILYCARE,BSE,Health services
Faze Three Ltd.,FAZE3Q,NSE,Process industries
Fineotex Chemical Limited,FCL,NSE,Process industries
Future Consumer Limited,FCONSUMER,NSE,Consumer non-durables
FCS Software Solutions Limited,FCSSOFT,NSE,Commercial services
FDC Ltd.,FDC,NSE,Health technology
Fedders Holding Ltd,FEDDERSHOL,BSE,Finance
Federal Bank Ltd. (India),FEDERALBNK,NSE,Finance
Fedbank Financial Services Ltd.,FEDFINA,NSE,Finance
Future Enterprises Ltd,FEL,NSE,Process industries
Felix Industries Ltd,FELIX,NSE,Industrial services
Fermenta Biotech Ltd,FERMENTA,BSE,Health technology
Fervent Synergies Limited,FERVENTSYN,BSE,Finance
Foundry Fuel Products Ltd,FFPL,BSE,Energy minerals
FGP Ltd.,FGP,BSE,Finance
Fiberweb (India) Limited,FIBERWEB,NSE,Producer manufacturing
Fidel Softech Ltd.,FIDEL,NSE,Technology services
Fiem Industries Limited,FIEMIND,NSE,Producer manufacturing
Filatex India Ltd,FILATEX,NSE,Process industries
Filatex Fashions Limited,FILATFASH,NSE,Process industries
Filmcity Media Limited,FILME,BSE,Consumer services
Filtra Consultants & Engineers Ltd.,FILTRA,BSE,Producer manufacturing
Filtron Engineers Ltd,FILTRON,BSE,Producer manufacturing
Finolex Cables Limited,FINCABLES,NSE,Producer manufacturing
Fine-Line Circuits Limited,FINELINE,BSE,Electronic technology
Fine Organic Industries Ltd.,FINEORG,NSE,Process industries
Finkurve Financial Services Ltd.,FINKURVE,BSE,Finance
FINO Payments Bank Ltd.,FINOPB,NSE,Finance
Finolex Industries Limited,FINPIPE,NSE,Producer manufacturing
Brainbees Solutions Limited,FIRSTCRY,NSE,Retail trade
First Fintec Limited,FIRSTFIN,BSE,Technology services
Fischer Medical Ventures Ltd,FISCHER,NSE,Process industries
Five-Star Business Finance Limited,FIVESTAR,NSE,Finance
Flair Writing Industries Limited,FLAIR,NSE,Producer manufacturing
Flex Foods Limited,FLEXFO,BSE,Consumer non-durables
Flexituff Ventures International Limited,FLEXITUFF,NSE,Process industries
Future Lifestyle Fashions Ltd.,FLFL,NSE,Retail trade
Flomic Global Logistics Ltd.,FLOMIC,BSE,Transportation
Flora Corp. Ltd.,FLORACORP,BSE,Distribution services
Fluidomat Limited,FLUIDOM,BSE,Producer manufacturing
Gujarat Fluorochemicals Ltd.,FLUOROCHEM,NSE,Process industries
FlySBS Aviation Limited,FLYSBS,NSE,Transportation
F Mec International Financial Services Ltd.,FMEC,BSE,Finance
Federal-Mogul Goetze (India) Limited,FMGOETZE,NSE,Producer manufacturing
Future Market Networks Limited,FMNL,NSE,Transportation
Foce India Limited,FOCE,NSE,Consumer durables
Focus Business Solution Limited,FOCUS,BSE,Commercial services
Focus Lighting and Fixtures Ltd,FOCUS,NSE,Producer manufacturing
Fone4 Communications India Limited,FONE4,BSE,Retail trade
Fonebox Retail Limited,FONEBOX,NSE,Retail trade
Foods & Inns Ltd.,FOODSIN,NSE,Consumer non-durables
Forbes & Co. Ltd.,FORBESCO,BSE,Producer manufacturing
Forcas Studio Limited,FORCAS,NSE,Consumer non-durables
Force Motors Limited,FORCEMOT,NSE,Consumer durables
Forge Auto International Ltd.,FORGEAUTO,NSE,Producer manufacturing
Fortune International Ltd,FORINTL,BSE,Transportation
Fortis Healthcare Ltd.,FORTIS,NSE,Health services
Fortis Malar Hospitals Limited,FORTISMLR,BSE,Health services
Foseco India Limited,FOSECOIND,NSE,Process industries
Franklin Leasing and Finance Ltd,FRANKLIN,BSE,Finance
Franklin Industries Ltd,FRANKLININD,BSE,Finance
Fraser & Company Limited,FRASER,BSE,Distribution services
Fratelli Vineyards Limited,FRATELLI,BSE,Distribution services
Fredun Pharmaceuticals Ltd.,FREDUN,BSE,Health technology
Freshara Agro Exports Limited,FRESHARA,NSE,Consumer non-durables
Frog Cellsat Ltd.,FROG,NSE,Electronic technology
Frontier Capital Ltd.,FRONTCAP,BSE,Finance
Frontline Corp. Ltd.,FRONTCORP,BSE,Distribution services
Frontier Springs Limited.,FRONTSP,BSE,Producer manufacturing
Fruition Venture Ltd,FRUTION,BSE,Finance
Future Supply Chain Solutions Ltd.,FSC,NSE,Transportation
Firstsource Solutions Limited,FSL,NSE,Commercial services
Finelistings Technologies Limited,FTL,BSE,Technology services
Fundviser Capital (India) Limited,FUNDVISER,BSE,Finance
Fusion Finance Ltd,FUSION,NSE,Finance
Futuristic Solutions Limited,FUTSOL,BSE,Commercial services
Futuristic Securities Limited,FUTURSEC,BSE,Finance
FYNX Capital Limited,FYNX,BSE,Finance
Gabriel India Limited,GABRIEL,NSE,Producer manufacturing
Gujarat Ambuja Exports Limited,GAEL,NSE,Consumer non-durables
Gagan Gases Limited.,GAGAN,BSE,Process industries
GAIL (India) Limited,GAIL,NSE,Utilities
Gajanand International Ltd.,GAJANAND,NSE,Process industries
Gajanan Securities Services Ltd,GAJANANSEC,BSE,Finance
Galactico Corporate Services Ltd.,GALACTICO,BSE,Finance
Galada Finance Ltd,GALADAFIN,BSE,Finance
Galaxy Agrico Exports Ltd.,GALAGEX,BSE,Producer manufacturing
Gala Precision Engineering Limited,GALAPREC,NSE,Producer manufacturing
Galaxy Surfactants Ltd.,GALAXYSURF,NSE,Consumer non-durables
Gallantt Ispat Limited,GALLANTT,NSE,Non-energy minerals
Gallops Enterprise Ltd.,GALLOPENT,BSE,Finance
Galaxy Bearings Ltd,GALXBRG,BSE,Producer manufacturing
Gamco Ltd,GAMCO,BSE,Finance
Gandhar Oil Refinery (India) Limited,GANDHAR,NSE,Process industries
Gandhi Special Tubes Limited,GANDHITUBE,NSE,Non-energy minerals
Ganesha Ecosphere Limited,GANECOS,NSE,Process industries
Ganesh Benzoplast Limited,GANESHBE,NSE,Process industries
Ganesh Housing Limited,GANESHHOU,NSE,Consumer durables
Ganesh Infraworld Ltd.,GANESHIN,NSE,Industrial services
Ganga Bath Fittings Limited,GANGABATH,NSE,Producer manufacturing
Ganga Forging Ltd.,GANGAFORGE,NSE,Producer manufacturing
Ganga Papers India Ltd,GANGAPA,BSE,Process industries
Ganges Securities Ltd.,GANGESSECU,NSE,Finance
Gangotri Textiles Limited,GANGOTRI,NSE,Process industries
Ganesh Holding Ltd,GANHOLD,BSE,Finance
Ganon Products Ltd.,GANONPRO,BSE,Distribution services
Ganesha Ecoverse Limited,GANVERSE,BSE,Finance
Garbi Finvest Ltd.,GARBIFIN,BSE,Finance
Garware Technical Fibres Limited,GARFIBRES,NSE,Producer manufacturing
Garg Furnace Limited,GARGFUR,BSE,Non-energy minerals
PNGS Gargi Fashion Jewellery Ltd.,GARGI,BSE,Retail trade
Garment Mantra Lifestyle Ltd. TEMP,GARMENTPP,BSE,Consumer non-durables
Garnet Construction Ltd,GARNET,BSE,Finance
Garnet International Limited,GARNETINT,BSE,Process industries
Garodia Chemicals Ltd.,GARODCH,BSE,Process industries
Garuda Construction and Engineering Limited,GARUDA,NSE,Industrial services
Garware Marine Industries Limited,GARWAMAR,BSE,Producer manufacturing
Garware Synthetics Ltd.,GARWSYN,BSE,Process industries
GACM Technologies Limited,GATECH,NSE,Finance
Gateway Distriparks Limited,GATEWAY,NSE,Transportation
Gayatri Highways Ltd.,GAYAHWS,NSE,Industrial services
Gayatri Projects Limited,GAYAPROJ,NSE,Industrial services
Gayatri Sugars Limited,GAYATRI,BSE,Process industries
Gayatri Bioorganics Limited,GAYATRIBI,BSE,Consumer non-durables
Goenka Business & Finance Ltd.,GBFL,BSE,Finance
GB Logistics Commerce Limited,GBLOGISTIC,BSE,Transportation
Grand Continent Hotels Ltd.,GCHOTELS,NSE,Consumer services
Galaxy Cloud Kitchens Limited,GCKL,BSE,Consumer services
GCM Capital Advisors Ltd,GCMCAPI,BSE,Finance
GCM Commodity & Derivatives Ltd.,GCMCOMM,BSE,Finance
GCM Securities Ltd.,GCMSECU,BSE,Finance
Gconnect Logitech and Supply Chain Limited,GCONNECT,BSE,Transportation
Gretex Corporate Services Ltd,GCSL,NSE,Finance
GDL Leasing & Finance Ltd.,GDLLEAS,BSE,Finance
GEE Limited,GEE,BSE,Producer manufacturing
GeeCee Ventures Limited,GEECEE,NSE,Finance
Geekay Wires Ltd.,GEEKAYWIRE,NSE,Non-energy minerals
Geetanjali Credit & Capital Ltd.,GEETANJ,BSE,Government
Gautam Exim Ltd.,GEL,BSE,Distribution services
Gem Aromatics Limited,GEMAROMA,NSE,Process industries
GEM Enviro Management Limited,GEMENVIRO,BSE,Transportation
Gemstone Investments Limited,GEMSI,BSE,Finance
Gem Spinners India Limited,GEMSPIN,BSE,Process industries
Generic Engineering Construction & Projects Ltd.,GENCON,NSE,Industrial services
Genesis IBRC India Limited,GENESIS,BSE,Producer manufacturing
Genesys International Corporation Limited,GENESYS,NSE,Technology services
Gennex Laboratories Limited,GENNEX,BSE,Health technology
Genpharmasec Limited,GENPHARMA,BSE,Process industries
Gensol Engineering Limited,GENSOL,NSE,Industrial services
Genus Paper & Boards Ltd,GENUSPAPER,NSE,Process industries
Genus Power Infrastructures Limited,GENUSPOWER,NSE,Electronic technology
Genus Prime Infra Ltd.,GENUSPRIME,BSE,Industrial services
Geojit Financial Services Ltd,GEOJITFSL,NSE,Finance
Great Eastern Shipping Co. Ltd.,GESHIP,NSE,Transportation
Getalong Enterprise Ltd.,GETALONG,BSE,Retail trade
GFL Ltd,GFLLIMITED,NSE,Consumer services
Grand Foundry Ltd.,GFSTEELS,NSE,Non-energy minerals
G.G. Automotive Gears Ltd.,GGAUTO,BSE,Producer manufacturing
Ganesh Green Bharat Limited,GGBL,NSE,Electronic technology
G. G. Dandekar Properties Limited,GGDPROP,BSE,Producer manufacturing
G G Engineering Ltd.,GGENG,BSE,Producer manufacturing
Gautam Gems Ltd.,GGL,BSE,Consumer durables
Gala Global Products Ltd,GGPL,BSE,Commercial services
GHCL Limited,GHCL,NSE,Process industries
Ghcl Textiles Ltd.,GHCLTEXTIL,NSE,Process industries
GHV Infra Projects Ltd.,GHVINFRA,BSE,Technology services
Gian Life Care Ltd.,GIANLIFE,BSE,Health services
GIC Housing Finance Limited,GICHSGFIN,NSE,Finance
Globe International Carriers Ltd.,GICL,NSE,Transportation
General Insurance Corporation of India,GICRE,NSE,Finance
Gilada Finance & Investments Ltd,GILADAFINS,BSE,Finance
Gillanders Arbuthnot & Co. Ltd.,GILLANDERS,NSE,Consumer non-durables
Gillette India Limited,GILLETTE,NSE,Consumer non-durables
Gini Silk Mills Limited,GINISILK,BSE,Process industries
Ginni Filaments Limited.,GINNIFILA,NSE,Process industries
Gujarat Industries Power Co. Ltd.,GIPCL,NSE,Utilities
Giriraj Civil Developers Ltd.,GIRIRAJ,NSE,Industrial services
Gita Renewable Energy Ltd,GITARENEW,BSE,Utilities
Gkb Ophthalmics Limited,GKB,BSE,Health technology
G. K. Consultants Limited,GKCONS,BSE,Finance
G.K.P. Printing & Packaging Limited,GKP,BSE,Process industries
GKW Ltd.,GKWLIMITED,NSE,Transportation
Glance Finance Limited,GLANCE,BSE,Finance
Gland Pharma Ltd.,GLAND,NSE,Health technology
GlaxoSmithKline Pharmaceuticals Limited,GLAXO,NSE,Health technology
Globe Commercials Ltd.,GLCL,BSE,Commercial services
Glen Industries Limited,GLEN,BSE,Process industries
Glenmark Pharmaceuticals Limited,GLENMARK,NSE,Health technology
Gujarat Lease Financing Limited,GLFL,NSE,Finance
Global Longlife Hospital and Research Limited,GLHRL,BSE,Health services
Glittek Granites Limited,GLITTEKG,BSE,Non-energy minerals
Global Education Ltd.,GLOBAL,NSE,Commercial services
Global Capital Markets Ltd.,GLOBALCA,BSE,Finance
Globale Tessile Ltd,GLOBALE,NSE,Process industries
Global Pet Industries Limited,GLOBALPET,NSE,Producer manufacturing
Global Vectra Helicorp Limited,GLOBALVECT,NSE,Industrial services
Globe Textiles (India) Limited,GLOBE,NSE,Process industries
Globe Civil Projects Ltd.,GLOBECIVIL,NSE,Industrial services
Global Offshore Services Limited,GLOBOFFS,BSE,Industrial services
Globtier Infotech Limited,GLOBTIER,BSE,Technology services
Globus Power Generation Ltd.,GLOBUSCON,BSE,Finance
Globus Spirits Limited,GLOBUSSPR,NSE,Consumer non-durables
Gloster Ltd.,GLOSTERLTD,NSE,Process industries
G.M. Breweries Ltd.,GMBREW,NSE,Consumer non-durables
Gujarat Mineral Development Corporation Limited,GMDCLTD,NSE,Distribution services
Galaxy Medicare Limited,GML,NSE,Health technology
GMM Pfaudler Limited,GMMPFAUDLR,NSE,Producer manufacturing
G M Polyplast Ltd,GMPL,BSE,Process industries
GMR Airports Ltd,GMRAIRPORT,NSE,Transportation
GMR Power and Urban Infra Ltd,GMRP&UI,NSE,Industrial services
GNA Axles Ltd,GNA,NSE,Producer manufacturing
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,GNFC,NSE,Process industries
Gujarat Natural Resources Limited,GNRL,BSE,Energy minerals
Goa Carbon Limited,GOACARBON,NSE,Process industries
Goblin India Ltd.,GOBLIN,BSE,Consumer durables
GOCL Corporation Limited,GOCLCORP,NSE,Process industries
Go Fashion (India) Limited,GOCOLORS,NSE,Consumer non-durables
Godavari Drugs Limited,GODAVARI,BSE,Health technology
Godavari Biorefineries Limited,GODAVARIB,NSE,Process industries
Godfrey Phillips India Ltd.,GODFRYPHLP,NSE,Consumer non-durables
Godha Cabcon & Insulation Limited,GODHA,NSE,Producer manufacturing
Go Digit General Insurance Limited,GODIGIT,NSE,Finance
Godrej Agrovet Limited,GODREJAGRO,NSE,Process industries
Godrej Consumer Products Limited,GODREJCP,NSE,Consumer non-durables
Godrej Industries Limited,GODREJIND,NSE,Process industries
Godrej Properties Limited,GODREJPROP,NSE,Finance
Goel Food Products Ltd.,GOEL,BSE,Retail trade
Goel Construction Co. Ltd.,GOELCONS,BSE,Industrial services
Goenka Diamond & Jewels Ltd.,GOENKA,NSE,Consumer durables
Gogia Capital Growth Ltd,GOGIACAPGL,BSE,Finance
Gokak Textiles Limited,GOKAKTEX,BSE,Process industries
Gokaldas Exports Limited,GOKEX,NSE,Consumer non-durables
Gokul Refoils & Solvent Ltd.,GOKUL,NSE,Process industries
Gokul Agro Resources Ltd.,GOKULAGRO,NSE,Process industries
Golden Carpets Ltd.,GOLCA,BSE,Consumer durables
Gold Coin Health Foods Ltd,GOLDCOINHF,BSE,Process industries
Golden Crest Education & Services Ltd.,GOLDENCREST,BSE,Commercial services
Golden Tobacco Limited,GOLDENTOBC,NSE,Finance
Goldiam International Limited,GOLDIAM,NSE,Consumer durables
Goldkart Jewels Ltd,GOLDKART,NSE,Retail trade
Golden Legand Leasing & Finance Ltd,GOLDLEG,BSE,Finance
Goldstar Power Ltd.,GOLDSTAR,NSE,Producer manufacturing
AION-TECH Solutions Limited,GOLDTECH,NSE,Technology services
Golechha Global Finance Limited,GOLECHA,BSE,Finance
Golkonda Aluminium Extrusions Limited,GOLKONDA,BSE,Producer manufacturing
Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA,BSE,Consumer durables
Goodluck India Ltd.,GOODLUCK,NSE,Non-energy minerals
Goodricke Group Ltd,GOODRICKE,BSE,Process industries
Goodyear India Limited,GOODYEAR,BSE,Consumer durables
Gopal Iron & Steels Co. Gujarat Ltd.,GOPAIST,BSE,Non-energy minerals
Gopal Snacks Limited,GOPAL,NSE,Consumer non-durables
Gorani Industries Ltd.,GORANIN,BSE,Consumer durables
Gothi Plascon (India) Limited,GOTHIPL,BSE,Process industries
Gourmet Gateway India Limited,GOURMET,BSE,Finance
Gowra Leasing & Finance Ltd.,GOWRALE,BSE,Finance
Goyal Aluminiums Limited,GOYALALUM,NSE,Distribution services
Goyal Associates Limited,GOYALASS,BSE,Finance
Goyal Salt Limited,GOYALSALT,NSE,Consumer non-durables
GP Eco Solutions India Limited,GPECO,NSE,Distribution services
Godawari Power & Ispat Ltd.,GPIL,NSE,Non-energy minerals
Gujarat Pipavav Port Limited,GPPL,NSE,Transportation
Gabriel Pet Straps Ltd.,GPSL,BSE,Consumer non-durables
GPT Healthcare Limited,GPTHEALTH,NSE,Health services
GPT Infraprojects Limited,GPTINFRA,NSE,Industrial services
Grandma Trading & Agencies Ltd.,GRANDMA,BSE,Process industries
Granules India Limited,GRANULES,NSE,Health technology
